index,tag,,Categories,Operator,Address,Area Covered,Phone #,Main Web address,2nd web address,Email addresses,Information,Opening times,,,,,,,,,,
serices,help,,Health Services,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,,,,,,,,,,,,,,
serices,help,,Health Services,Pennine Acute NHS Hospital Trust,"Trust HQ.  North Manchester General Hospital, Delaunays Rd Manchester",Heywood Middleton & Rochdale,0161 624 0420,www.pat.nhs.uk,,,,,,,,,,,,,,
serices,help,,Various Services,Rochdale Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 764 764,www.rochdale.gov.uk,,,,,,,,,,,,,,
services,help,,Library Services,See Rochdale Library Services,,Heywood Middleton & Rochdale,0300 303 8876,www.rochdale.gov.uk,,,Ask at a library or go online at Rochdale Council,,,,,,,,,,,
services,help,,Various Services,Link4Life,"Number One, Riverside, Smith St  Rochdale",Heywood Middleton & Rochdale,,https://link4life.org,,,,,,,,,,,,,,
sign,supp,,Advice for Edlerly,Age UK,298a Broadway Chadderton Oldham,Oldham  ?,0161 633 0213,www.ageuk.org.uk,,,You must phone & check first to see if they'll see you  ,9 to 4.30pm,,,,,,,,,,
Sign,,,Care & Nursing Homes,"Healthwatch, CGC, NHS Choices",,"Heywood, Middleton & Rochdale",,,,,,,,,,,,,,,,
sign,help,,Health Help and advice,NHS Choices,,Nationwide,111,,,,,,,,,,,,,,,
sign,health,,HMR CCG,HMR CCG,"3rd Floor Number One Riverside Smith St, Rochdale","Heywood, Middleton, Rochdale",01706 652 853,www.hmr.nhs.uk,,hmrcommunications@nhs.net,,,,,,,,,,,,
sign,health,,HMR CCG,HMR CCG,"3rd Floor Number One Riverside Smith St, Rochdale","Heywood, Middleton, Rochdale",01706 652 853,www.hmr.nhs.uk,,hmr.ccg@nhs.net,,,,,,,,,,,,
Sign,,,List of services & advice,Rochdale Borough Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 647 474,www.rochdale.gov.uk,,,,,,,,,,,,,,
Sign,,,List of services & advice,Rochdale Family Services Directory,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 647 474,https://rochdale.fsd.org.uk/kb5/rochdale/fsd/home,,,ONLINE DIRECTORY.,,,,,,,,,,,
Sign,,,List of services & advice,Rochdale Council Staywell,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 647 474,https://staywell.rochdale.gov.uk/web/portal/pages/,,,ONLINE DIRECTORY.,,,,,,,,,,,
Sign,,,List of services & advice,Rochdale Social Service,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",0300 303 8886,www.mycare.rochdale.gov.uk,,,,,,,,,,,,,,
Sign,,,List of services & advice,Care Quality Commission    CQC,,"Heywood, Middleton & Rochdale",03000 616161,www.cqc.org.uk,,,,,,,,,,,,,,
Sign,,,List of services & advice,NHS Choices,,"Heywood, Middleton & Rochdale",111,,,,,,,,,,,,,,,
Sign,,,List of services & advice,HMR CCG,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 652 853,www.hmr.nhs.uk/,www.nhs.uk,,,,,,,,,,,,,
Sign,,,List of services & advice,Government website,,Nationwide,03000 616161,www.gov.uk,,,ONLINE DIRECTORY OF SERVVICES,,,,,,,,,,,
Sign,,,List of services & advice,Rochdale & District MIND,The MIND Wellbeing Centre 3 - 11 Drake St  Rochdale,"Heywood, Middleton & Rochdale",01706 752 338,www.rochdalemind.org.uk/,,info@rochdalemind.org.uk,Many other phone numbers depending on the service is required,Open Mon to Fri  9.30 - 4.30,,,,,,,,,,
Sign,,,List of services & advice,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk/your-services/services-directory/,www.penninecare/nhs.net,,,,,,,,,,,,,
Sign,,,List of services & advice,Pennine Acute NHS Hospital Trust,4 hospitals,"Heywood, Middleton & Rochdale",0161 624 0420,www.pat.nhs.uk,,,"4 hospitals in Bury, Rochdale, Oldham & North Manchester",,,,,,,,,,,
Sign,,,"Lists of GPs, Pharmacies, Dentists and","Healthwatch, CGC, NHS Choices",,"Heywood, Middleton & Rochdale",,,,,,,,,,,,,,,,
Sign,,,Signposting and Advice,Healthwatch,"KYP, Belfield Road, Rochdale","Heywood, Middleton & Rochdale",01706 249 575,www.healthwatchrochdale.org.uk,,info@healthwatchrochdale.org.uk,ONLINE Directory. Hard copy at GP surgeries. Complaints service.,,,,,,,,,,,
Sign,,,Signposting service,Better Health 4 Middleton,,"Heywood, Middleton & Rochdale",,www.betterhealth4.org.uk,,betterhealth4middleton@gmail.com,ONLINE Directory. Hard copy at The Lighthouse Project,,,,,,,,,,,
Sign,,,signposting to service providers,NHS Carers Direct Helpline,,"Heywood, Middleton & Rochdale",0300 123 1053,www.nhs.uk,,,via NHS Choices website,,,,,,,,,,,
Sign,,,signposting to service providers,The Big Life Group,Lock 50  Oldham Road  Rochdale,"Heywood, Middleton & Rochdale",01706 751190,www.thebiglifegroup.com,,,Many services across the borough,,,,,,,,,,,
sign,Supp,,Wellbeing Groups,Big Life / Living Well,"Big Life HQ, 1st Fl.  463 Stretford Road, Manchester","Heywood, Middleton & Rochdale",0161 848 2420,www.thebiglifegroup.com/big-life-centres,,,,,,,,,,,,,,
sign,Supp,,Wellbeing Groups,Living Well,"Big Life Group, Lock 50  Oldham Road  Rochdale","Heywood, Middleton & Rochdale",01706 751 190,www.livingwellrochdale.com,,livingwellhmr@biglifecentres.com,,,,,,,,,,,,
sign,Supp,,Wellbeing Groups,Living Well,Middleton Location,Middleton,07580 876 566,www.livingwellrochdale.com,,janis.atkinson@biglifecentres.com,Contact Janis Atkinson,,,,,,,,,,,
sport,,,Discount off Peak Gym Membership,Link4Life,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 926 203,http://link4life.org/,,getactive@link4life.org,Graeme Hill on 07976 498 615.  Inactive 16 - 25 year olds,,,,,,,,,,,
sport,,,Fitness and sport activities,Link4Life,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 926 203,http://link4life.org/,,getactive@link4life.org,Lots of activities across the borough,,,,,,,,,,,
sport,,,Fitness and sport activities,Rochdale Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 647 474,www.rochdale.gov.uk,,,,,,,,,,,,,,
Supp,,,Befriending Service,Royal Voluntary Service,2nd Fl.   Middleton Shopping Centre,"Heywood, Middleton & Rochdale",0161 871 2011,www.royalvoluntaryservice.org.uk,,,,,,,,,,,,,,
Supp,,,Bereavement,Angela Bird Charities,Taylor St    Heywood,"Heywood, Middleton & Rochdale",01706 368 369,www.angelabirdcharity.org.uk,,,,,,,,,,,,,,
Supp,,,Bereavement,via Manchester City Council,London,"Heywood, Middleton & Rochdale",0207 403 5969,https://hsm.manchester.gov.uk/kb5/manchester/directory/service,,,Lesbian / Gay Community,Tue / Thu 730pm to 10pm,,,,,,,,,,
Supp,lgbt,,Bereavement,Lesbian Gay Foundation,Richmond St   Manchester,Nationwide,0345 3 30 30 30,https://lgbt.foundation,,,Lesbian / Gay Community,,,,,,,,,,,
Supp,lgbt,,Bereavement,Lesbian Gay Suuport group,,,,www.salford.gov.uk/.../community-cohesion/lgbt-support,,,Lots of numbers and contacts on this website,,,,,,,,,,,
Supp,help,,Citizen's Advice,Citizen's Advice Bureau,,Nationwide,0300 330 1153,www.citizensadvice.org.uk,,,,,,,,,,,,,,
Supp,help,,Citizen's Advice,Citizen's Advice Bureau,104 / 106 Drake St Rochdale OL16 iPQ,"Heywood, Middleton & Rochdale",03448 472 638,www.rochdalecab.org.uk,,www.adviceguide.org.uk,Advice line. Calls at Naional rate,,,,,,,,,,,
Supp,help,,Citizen's Advice,Citizens Advice Bureau,Ashcroft Court  Peter Street Oldham,Middleton,0161 627 8333,www.zendesk.com/customer-portal,,,Customer service,,,,,,,,,,,
Supp,help,,Citizen's Advice,Citizens Advice Bureau,,Not known,03444 889 662,www.oldhamcab.org.uk,,,,Mon - Fri  9.30 til 3.30,,,,,,,,,,
Supp,help,,Citizen's Advice,Citizens Advice Bureau,"Middleton Township Office, Middleton Library, Long St Middleton",Not known,0300 330 1153,www.burycab.org.uk,,,,"Mon - Fri,  10 til 3",,,,,,,,,,
Supp,,,Health & Wellbeing,Demesne Community Centre,"Asby Drive, Langley, Middleton",Middleton,0161 653 2902,,,,,,,,,,,,,,,
Supp,,,Health & Wellbeing,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,,,,,,,,,,,,,,
Supp,,,Health Chats,Big Life for Rochdale,Lock 50  Oldham Road  Rochdale,"Heywood, Middleton & Rochdale",01706 751 190,www.livingwellrochdale.com,,,,,,,,,,,,,,
Supp,,,Health Chats,Pathways in partnership Pennine,,"Heywood, Middleton & Rochdale",,,,,,,,,,,,,,,,
Supp,,,Health visits,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,,,,,,,,,,,,,,
Supp,,,Healthy Minds,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,,,,,,,,,,,,,,
Supp,help,,Law Advice,Rochdale Law,"Drake Street, Rochdale","Heywood, Middleton & Rochdale",01706 657 850,www.rochdalelawcentre.org.uk,,,Main phone number,,,,,,,,,,,
Supp,help,,Law Advice,Rochdale Law,"Drake Street, Rochdale","Heywood, Middleton & Rochdale",01706 657 766,www.rochdalelawcentre.org.uk,,,Advice line,10 til 12,,,,,,,,,,
Supp,,,Long term Illness,See Expert Patient Program,,"Heywood, Middleton & Rochdale",,,,,,,,,,,,,,,,
Supp,,,"My health, My Community",Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,0161 716 3000,www.penninecare.nhs.uk,,,,,,,,,,,,,,
Supp,,,Positive Steps,Burnside Community Centre,"Burnside Crescent, Langley Middleton","Heywood, Middleton & Rochdale",0161 643 5775,www.burnsidecentre.org.uk,,burnsidecentre@btconnect.com,Kayleigh,Thu  1 til 4pm,,,,,,,,,,
Supp,,,Positive Steps,The Lighthouse Project,2nd Fl.   Middleton Shopping Centre,"Heywood, Middleton & Rochdale",0161 643 1163,www.lighthouseproject.org.uk,,,,,,,,,,,,,,
Supp,help,,Rochdale Citizens Advice Bureau,CASB,,"Heywood, Middleton & Rochdale",03444 889 622,www.rochdalecab.org,,,,Mon - Fri  10 til 4pm,,,,,,,,,,
Supp,,,Support services,Pennine Care NHS Foundation Trust,"225, Old Street, Ashton Under Lyne",Heywood Middleton & Rochdale,01706 676 333,www.penninecare.nhs.uk,,,,,,,,,,,,,,
Supp,,,The Healthy Weight Team,Rochdale Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 901 763,www.rochdale.gov.uk/healthyweight,,www.rochdale.gov.uk/healthyweight,,,,,,,,,,,,
Supp,,,The Healthy Weight Team,Pennine Acute Hospitals / Living Well,,"Heywood, Middleton & Rochdale",01706 901 822,pah-tr.bhhdiabetics@nhs.net,,,,,,,,,,,,,,
Supp,help,,Welfare Reform,Rochdale Council and CAB,,"Heywood, Middleton & Rochdale",03444 889 622,www.rochdale.gov.uk/welfarereform,,,Welfare reform help & advice,,,,,,,,,,,
Supp,,,Welfare Reform,World Health Organisation,,Nationwide,Online,www.who.int,,,Online,,,,,,,,,,,
T,help,,Blue Badges,See Rochdale Council,"Number One, Riverside, Smith St  Rochdale","Heywood, Middleton & Rochdale",01706 764 764,www.rochdale.gov.uk,,,Ask at your library or go online at Rochdale Council,,,,,,,,,,,
T,,,Bus & Train Pass renewals,SEE TRANSPORT for GREATER MANCHESTER,"2, Piccadilly Place, Manchester",Greater Manchester,0161 244 1050,www.tfgm.com,,,Renewals ONLINE or by phone 0161 244 1050,,,,,,,,,,,
T,,,Bus passes,SEE TRANSPORT for GREATER MANCHESTER,GM Travel Shops,Greater Manchester,0161 244 1000,www.tfgm.com,,,Apply online or at GM Travel shops or bus stations,,,,,,,,,,,
T,,,Buses / Trains / Trams information,Transport for Greater Manchester,"2, Piccadilly Place, Manchester",Greater Manchester,0161 244 1000,www.tfgm.com,,,ONLINE INFO & at GM Travel Shops or by phone,Mon - Fri 7 - 8 / Sat Sun 8 - 8,,,,,,,,,,
T,health,,Hospital Discharge help,Royal Voluntary Service ( RVS ),"in the Lighthouse Project, 2nd Fl, Middleton Shopping Centre","Heywood, Middleton, Rochdale",0161 871 2011,www.royalvoluntaryservices.org.uk,,manchesterhub@royalvoluntaryservice.org.uk,Middleton on 0774 710 1640,Mon - Fri   9 - 5,,,,,,,,,,
T,,,Transport,Ring and Ride,"2, Piccadilly Place, Manchester",Greater Manchester,0161 200 6011,www.ringandride.info,,cmu@ringandride.info,Enquiries 0845 688 4933.   Info 0161 244 1000,,,,,,,,,,,
T,,,Transport,Ring and Ride,West Street  Oldham,Greater Manchester,0845 688 3989,www.ringandride.info,,cmu@ringandride.info,Bookings on 0161 200 6011,8am til 10.30pm every day,,,,,,,,,,
T,,,Transport,Local Link,,Middleton,0161 200 6012,www.tfgm.com/,,,ONLINE or TfGM customer service 0161 244 1000,,,,,,,,,,,
T,,,Transport,First Bus Manchester,West Street  Oldham,Greater Manchester,0161 627 2929,www.firstgroup.com/greatermanchester,,,,,,,,,,,,,,
T,,,Transport,Stagecoach,Devonshire St Ardwick Manchester,Greater Manchester,0161 273 3377,www.stagecoachbus.com,,manchester.enquiries@stagecoachbus.com,,,,,,,,,,,,
T,,,Transport  ( Buses / Trains / Trams ),Traveline,,Nationwide,0871 200 2233,"www.traveline,info",,,calls cost at least 12p per minute,,,,,,,,,,,
T,,,Transport  ( Car ),Royal Voluntary Service,"Lighthouse Project,  2nd floor,  Middleton Shopping Centre","Heywood, Middleton & Rochdale",0161 871 2011,www.royalvoluntaryservices.org.uk,,,Community Transport for a small charge,,,,,,,,,,,
T,,,Transport  ( Car ),CVS,"3rd Floor, Unique Enterprise Centre, Belfield Road, Rochdale","Heywood, Middleton & Rochdale",0800 032 0868,www.cvsr.org.uk,,info@cvsr.org.uk,Community Transport for a small charge,Mon - Fri 9 - 12 & 1 - 4pm,,,,,,,,,,
vol,supp,,Community Champions,Rochdale Council,"Big Life,  Lock 50, Oldham Road, Rochdale","Heywood, Middleton, Rochdale",01706 751 190,,,,volunteering,,,,,,,,,,,
vol,supp,,Community Champions,Living Well,"Big Life,  Lock 50, Oldham Road, Rochdale","Heywood, Middleton, Rochdale",01706 751 190,,,,volunteering,,,,,,,,,,,
vol,supp,,Community Champions,Riverside Housing Association,"Lngmell Close, Langley, Middleton",Riverside Tenants,0345 111 0000,www.riverside.org.uk,,info@riverside.org.uk,volunteering,Service Centre open 24hrs,,,,,,,,,,
vol,,,Volunteer Driver Services,CVS,"Unique Enterprise Centre, Belfield Road, Rochdale","Heywood, Middleton & Rochdale",0800 032 0868,www.cvsr.org.uk,,info@cvsr.org.uk,Community Transport for a small charge,Mon - Fri 9 - 12 & 1 - 4pm,,,,,,,,,,
vol,,,Volunteer Driver Services,RVS ( Royal Voluntary Service ),"Castlemere Community Centre, Tweedale St  Rochdale","Heywood, Middleton & Rochdale",0161 871 2011,www.royalvoluntaryservice.org.uk,,manchester hub@royalvoluntaryservice.org.uk,Community Transport for a small charge,,,,,,,,,,,
vol,,,Volunteer Driver Services,RVS ( Royal Voluntary Service ),"Within the Lighthouse Project, 2nd Middleton Shopping Centre","Heywood, Middleton & Rochdale",0161 871 2011,www.royalvoluntaryservice.org.uk,,manchester hub@royalvoluntaryservice.org.uk,Community Transport for a small charge,,,,,,,,,,,
vol,,,Volunteering,Rochdale Time Bank,,"Heywood, Middleton & Rochdale",01706 515805,rochdalesolutions.wordpress.com/rochdale-timebank/,,treeoftimerochdale@gmail.com,"you volunteer to teach someone, then someone teaches you",,,,,,,,,,,
vol,,,Volunteering,Riverside Housing,"operated by Big Life Group, Lock 50, Oldham Road, Rochdale","Heywood, Middleton & Rochdale",0345 111 0000,www.riverside.org.uk,,,Join their Community Champions,,,,,,,,,,,
vol,,,Volunteering with Rochdale,Rochdale Council,"operated by Big Life Group, Lock 50, Oldham Road, Rochdale","Heywood, Middleton & Rochdale",01706 751 190,,,comminity.champions@rochdale.gov.uk,Join their Community Champions  ( 01706 925 939 ),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,District Nurses,your GP will refer you,to a clinic near you,,0161 763 8525,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
